day,susceptible,exposed,infected,latent,treated,recovered,diseased,inc,hh_inc,
100,327011,12297,578,1861,955,0,98,1,0,
101,326919,12362,572,1885,963,0,99,3,0,
102,326841,12403,562,1922,972,0,100,1,0,
103,326755,12462,559,1948,976,0,100,0,0,
104,326687,12494,555,1980,983,0,101,2,0,
105,326614,12526,550,2015,994,0,101,6,0,
106,326536,12568,543,2049,1002,0,102,2,0,
107,326463,12596,536,2092,1010,0,103,1,0,
108,326378,12643,531,2129,1015,0,104,1,0,
109,326299,12684,531,2165,1017,0,104,2,0,
110,326227,12721,527,2196,1025,0,104,4,0,
111,326148,12772,524,2222,1029,0,105,2,0,
112,326096,12800,522,2245,1032,0,105,0,0,
113,326024,12840,517,2277,1037,0,105,0,0,
114,325955,12866,515,2317,1040,0,107,3,0,
115,325870,12905,513,2359,1044,0,109,4,0,
116,325798,12941,507,2391,1053,0,110,3,0,
117,325732,12976,497,2421,1061,0,113,0,0,
118,325671,13001,490,2454,1071,0,113,3,0,
119,325604,13037,485,2484,1077,0,113,1,0,
120,325537,13067,484,2520,1079,0,113,1,0,
121,325479,13084,483,2558,1083,0,113,3,0,
122,325400,13120,484,2596,1087,0,113,3,0,
123,325326,13156,480,2629,1095,0,114,4,0,
124,325255,13182,479,2672,1097,0,115,2,0,
125,325178,13224,472,2707,1104,0,115,0,0,
126,325116,13253,467,2739,1109,0,116,1,0,
127,325038,13292,466,2776,1112,0,116,2,0,
128,324970,13332,460,2802,1119,0,117,2,0,
129,324900,13370,458,2831,1123,0,118,2,0,
130,324827,13409,456,2862,1127,0,119,3,0,
131,324767,13431,453,2897,1131,0,121,3,0,
132,324693,13470,448,2930,1138,0,121,1,0,
133,324627,13501,445,2961,1144,0,122,3,0,
134,324563,13538,440,2986,1151,0,122,0,0,
135,324500,13561,435,3025,1156,0,123,1,0,
136,324433,13595,432,3055,1162,0,123,2,0,
137,324374,13622,433,3085,1163,0,123,1,0,
138,324324,13632,429,3124,1166,0,125,1,0,
139,324248,13662,425,3169,1171,0,125,0,0,
140,324194,13691,419,3193,1178,0,125,2,0,
141,324148,13703,416,3227,1181,0,125,0,0,
142,324085,13725,413,3266,1186,0,125,2,0,
143,324019,13767,409,3288,1192,0,125,0,0,
144,323959,13798,405,3312,1200,0,126,1,0,
145,323895,13832,403,3342,1202,0,126,0,0,
146,323839,13861,402,3365,1207,0,126,3,1,
147,323774,13894,398,3392,1216,0,126,4,0,
148,323718,13920,397,3419,1220,0,126,2,0,
149,323676,13921,391,3458,1227,0,127,1,0,
150,323611,13952,386,3491,1232,0,128,0,0,
151,323554,13964,384,3531,1238,0,129,4,0,
152,323504,13980,383,3563,1241,0,129,2,0,
153,323437,14008,383,3599,1244,0,129,2,0,
154,323376,14030,378,3637,1250,0,129,1,0,
155,323318,14038,377,3684,1254,0,129,3,0,
156,323264,14054,375,3719,1258,0,130,1,0,
157,323205,14069,374,3762,1260,0,130,1,0,
158,323163,14087,373,3783,1264,0,130,1,0,
159,323098,14117,374,3814,1267,0,130,4,0,
160,323044,14131,378,3846,1271,0,130,7,0,
161,322995,14140,378,3884,1273,0,130,2,0,
162,322939,14166,379,3907,1279,0,130,4,0,
163,322884,14188,376,3938,1284,0,130,2,0,
164,322821,14211,374,3974,1290,0,130,2,0,
165,322767,14229,370,4007,1297,0,130,2,0,
166,322725,14222,369,4051,1303,0,130,3,0,
167,322668,14243,371,4085,1303,0,130,2,0,
168,322621,14251,364,4122,1311,0,131,2,0,
169,322575,14263,361,4152,1318,0,131,1,0,
170,322515,14290,360,4184,1320,0,131,1,0,
171,322451,14312,362,4219,1325,0,131,4,0,
172,322388,14330,358,4262,1331,0,131,2,0,
173,322333,14339,358,4304,1335,0,131,3,0,
174,322284,14363,359,4327,1336,0,131,2,0,
175,322242,14379,354,4352,1342,0,131,0,0,
176,322202,14379,352,4389,1346,0,132,2,0,
177,322151,14398,346,4420,1353,0,132,1,0,
178,322097,14401,346,4466,1358,0,132,3,0,
179,322056,14403,343,4502,1364,0,132,1,0,
180,322021,14392,338,4545,1371,0,133,0,0,
181,321969,14412,341,4571,1374,0,133,3,0,
182,321925,14420,340,4606,1362,14,133,1,0,
183,321868,14436,343,4642,1355,23,133,6,0,
184,321820,14451,346,4672,1342,36,133,3,0,
185,321768,14471,343,4701,1330,53,134,1,0,
186,321711,14501,344,4725,1316,68,135,2,0,
187,321657,14517,343,4759,1311,76,137,3,0,
188,321610,14514,345,4806,1305,83,137,5,0,
189,321568,14522,341,4840,1295,96,138,0,0,
190,321516,14525,342,4880,1286,111,140,5,0,
191,321470,14537,341,4912,1276,124,140,2,0,
192,321430,14532,340,4956,1268,134,140,1,0,
193,321382,14537,341,4996,1252,152,140,2,0,
194,321345,14535,336,5032,1250,161,141,1,0,
195,321296,14544,336,5068,1242,173,141,3,0,
196,321243,14557,335,5106,1231,186,142,1,0,
197,321199,14564,334,5138,1221,202,142,2,0,
198,321157,14559,332,5183,1210,217,142,2,0,
199,321109,14567,330,5220,1206,226,142,2,0,
200,321054,14582,332,5255,1197,238,142,4,0,
201,321002,14594,330,5292,1195,245,142,3,0,
202,320951,14604,330,5331,1183,259,142,1,0,
203,320913,14591,329,5380,1174,271,142,0,0,
204,320868,14597,326,5419,1169,279,142,0,0,
205,320825,14606,325,5449,1162,291,142,3,0,
206,320777,14604,327,5497,1147,306,142,2,0,
207,320724,14627,325,5523,1143,316,142,1,0,
208,320661,14654,325,5552,1134,332,142,3,0,
209,320617,14660,325,5587,1123,346,142,3,0,
210,320568,14671,325,5623,1111,360,142,2,1,
211,320530,14663,323,5667,1105,370,142,2,0,
212,320486,14665,320,5706,1097,383,143,3,1,
213,320426,14687,320,5741,1083,400,143,1,0,
214,320388,14684,321,5777,1080,406,144,4,0,
215,320340,14699,318,5809,1068,421,145,2,0,
216,320293,14705,314,5846,1065,431,146,3,0,
217,320247,14715,315,5880,1054,443,146,1,0,
218,320202,14725,315,5910,1053,449,146,4,0,
219,320154,14726,316,5953,1049,456,146,3,0,
220,320123,14707,314,5997,1050,462,147,4,0,
221,320077,14706,311,6039,1053,467,147,3,0,
222,320037,14718,310,6063,1047,478,147,2,0,
223,319994,14731,306,6091,1041,489,148,1,0,
224,319956,14727,307,6128,1035,499,148,3,0,
225,319914,14734,307,6156,1030,511,148,2,0,
226,319862,14746,306,6195,1024,519,148,1,0,
227,319817,14756,304,6230,1018,527,148,1,0,
228,319776,14770,303,6256,1013,534,148,1,0,
229,319729,14778,299,6290,1008,547,149,1,0,
230,319692,14772,301,6329,1002,555,149,3,0,
231,319654,14760,302,6371,1001,562,150,5,0,
232,319624,14754,302,6404,997,569,150,2,0,
233,319576,14763,303,6439,990,579,150,3,1,
234,319534,14772,303,6469,984,587,151,2,0,
235,319490,14780,301,6506,980,592,151,0,0,
236,319450,14780,301,6541,979,598,151,2,0,
237,319403,14785,298,6582,972,609,151,0,0,
238,319355,14782,297,6627,969,619,151,3,0,
239,319321,14774,294,6666,964,629,152,1,0,
240,319276,14785,291,6697,957,642,152,2,0,
241,319248,14769,287,6736,957,650,153,2,0,
242,319209,14766,287,6776,950,659,153,2,0,
243,319172,14770,287,6802,946,670,153,4,0,
244,319123,14789,286,6826,942,679,155,3,0,
245,319082,14783,284,6870,942,684,155,2,0,
246,319046,14785,282,6900,941,691,155,1,0,
247,319004,14777,283,6947,940,694,155,2,0,
248,318978,14756,281,6992,936,702,155,2,0,
249,318945,14746,282,7030,929,713,155,3,0,
250,318895,14771,282,7054,920,723,155,1,0,
251,318851,14774,284,7092,918,726,155,2,1,
252,318819,14768,284,7126,916,732,155,3,0,
253,318780,14765,283,7164,910,743,155,2,0,
254,318747,14764,281,7195,911,747,155,1,0,
255,318700,14764,282,7241,906,752,155,2,0,
256,318659,14770,280,7274,905,756,156,1,0,
257,318618,14779,280,7301,901,765,156,2,0,
258,318567,14791,278,7337,897,774,156,1,0,
259,318515,14807,279,7368,893,782,156,2,0,
260,318475,14801,279,7411,881,796,157,3,0,
261,318422,14827,282,7432,879,801,157,4,0,
262,318370,14834,280,7475,882,802,157,1,0,
263,318335,14814,282,7525,878,809,157,4,0,
264,318291,14811,279,7572,869,821,157,0,0,
265,318237,14815,276,7620,864,831,157,1,0,
266,318198,14816,282,7651,858,838,157,7,0,
267,318160,14813,273,7688,860,847,159,1,0,
268,318120,14825,271,7715,859,850,160,0,0,
269,318087,14820,269,7750,853,861,160,1,0,
270,318048,14819,269,7785,852,867,160,3,0,
271,318014,14814,270,7818,849,875,160,3,0,
272,317974,14814,268,7852,848,882,162,4,0,
273,317939,14807,267,7889,849,886,163,2,0,
274,317910,14800,266,7923,845,893,163,0,0,
275,317881,14802,264,7944,848,898,163,1,0,
276,317855,14783,266,7983,841,909,163,4,0,
277,317822,14768,265,8027,835,918,165,4,0,
278,317782,14769,265,8061,831,925,167,3,0,
279,317738,14780,265,8093,830,927,167,2,0,
280,317695,14773,262,8138,828,935,169,3,0,
281,317645,14784,264,8171,825,942,169,3,0,
282,317602,14780,265,8211,823,950,169,4,0,
283,317568,14781,260,8243,819,959,170,0,0,
284,317527,14783,259,8277,821,963,170,2,0,
285,317489,14775,258,8321,816,970,171,1,0,
286,317450,14775,258,8358,807,981,171,1,0,
287,317416,14767,257,8396,804,989,171,2,0,
288,317388,14749,255,8437,802,997,172,4,0,
289,317352,14742,250,8477,806,1001,172,0,0,
290,317320,14717,250,8532,805,1003,173,2,0,
291,317283,14717,250,8561,805,1011,173,2,0,
292,317250,14706,249,8600,807,1015,173,3,0,
293,317205,14705,251,8640,808,1018,173,4,0,
294,317160,14718,244,8670,810,1023,175,1,0,
295,317134,14706,244,8704,811,1026,175,1,0,
296,317104,14697,245,8741,808,1030,175,1,0,
297,317055,14708,247,8773,803,1039,175,3,0,
298,317030,14703,242,8800,803,1046,176,1,0,
299,317000,14695,239,8837,797,1056,176,0,0,
300,316956,14709,241,8864,792,1062,176,2,0,
301,316927,14689,241,8908,795,1064,176,1,0,
302,316898,14674,239,8949,795,1069,176,1,0,
303,316873,14662,240,8979,797,1072,177,3,0,
304,316846,14649,238,9017,792,1080,178,1,0,
305,316811,14651,240,9046,792,1082,178,2,0,
306,316774,14643,240,9087,789,1089,178,3,0,
307,316744,14642,240,9113,789,1094,178,2,0,
308,316709,14641,235,9147,793,1097,178,0,0,
309,316679,14635,238,9178,788,1103,179,4,0,
310,316643,14625,235,9222,788,1107,180,2,0,
311,316615,14608,238,9261,787,1111,180,4,0,
312,316583,14608,238,9287,788,1115,181,3,0,
313,316548,14601,236,9324,788,1122,181,1,0,
314,316510,14600,235,9361,786,1127,181,2,0,
315,316479,14588,231,9402,784,1134,182,1,0,
316,316444,14588,228,9433,786,1139,182,2,0,
317,316414,14578,228,9472,781,1145,182,1,0,
318,316383,14577,226,9497,789,1146,182,3,0,
319,316357,14563,229,9532,788,1149,182,5,0,
320,316324,14553,231,9572,784,1154,182,2,0,
321,316293,14548,232,9605,778,1162,182,2,0,
322,316253,14542,233,9646,779,1165,182,3,0,
323,316227,14528,229,9680,782,1170,184,2,0,
324,316188,14529,228,9715,780,1176,184,1,0,
325,316152,14523,227,9756,773,1184,185,1,0,
326,316127,14513,225,9787,776,1186,186,1,0,
327,316096,14507,225,9821,774,1191,186,0,0,
328,316063,14513,224,9844,771,1199,186,2,0,
329,316036,14499,222,9884,770,1203,186,2,0,
330,316011,14487,221,9918,767,1210,186,0,0,
331,315971,14484,222,9954,768,1215,186,4,0,
332,315946,14460,225,9996,765,1221,187,5,0,
333,315910,14465,224,10022,768,1224,187,1,0,
334,315886,14438,224,10070,768,1227,187,2,0,
335,315876,14409,225,10106,763,1233,188,3,0,
336,315860,14387,222,10141,765,1237,188,0,0,
337,315830,14378,224,10176,763,1241,188,3,0,
338,315789,14378,222,10215,765,1243,188,0,0,
339,315757,14383,221,10239,765,1246,189,3,0,
340,315723,14378,218,10278,764,1249,190,0,0,
341,315691,14377,219,10307,764,1252,190,3,0,
342,315667,14362,224,10338,765,1254,190,5,0,
343,315634,14353,224,10378,760,1260,191,1,0,
344,315596,14345,224,10420,758,1265,192,2,0,
345,315564,14342,225,10450,757,1270,192,2,0,
346,315536,14339,226,10476,755,1276,192,4,0,
347,315509,14341,224,10500,753,1281,192,2,0,
348,315480,14346,221,10519,760,1281,193,0,0,
349,315445,14349,220,10545,758,1290,193,1,0,
350,315416,14335,222,10581,756,1297,193,5,0,
351,315393,14328,223,10607,756,1299,194,2,0,
352,315360,14315,220,10647,758,1304,196,3,0,
353,315336,14304,218,10680,756,1310,196,0,0,
354,315296,14307,213,10711,762,1314,197,3,0,
355,315262,14303,212,10746,765,1315,197,2,0,
356,315238,14287,209,10783,765,1321,197,2,0,
357,315208,14283,208,10812,767,1325,197,1,0,
358,315179,14276,205,10846,765,1332,197,1,0,
359,315162,14254,207,10879,764,1337,197,3,0,
360,315144,14235,207,10914,761,1342,197,2,0,
361,315110,14237,201,10940,765,1350,197,2,0,
362,315091,14222,201,10970,767,1352,197,2,0,
363,315063,14198,201,11019,769,1353,197,3,0,
364,315034,14188,202,11057,766,1356,197,1,0,
365,315009,14172,200,11094,772,1356,197,1,0,
366,314988,14152,202,11127,773,1361,197,3,0,
367,314961,14137,202,11163,777,1362,198,3,0,
368,314931,14121,202,11205,778,1365,198,2,0,
369,314902,14121,203,11230,780,1366,198,3,0,
370,314878,14099,204,11267,785,1369,198,2,0,
371,314849,14085,202,11306,785,1375,198,1,0,
372,314822,14082,202,11331,787,1378,198,2,0,
373,314783,14093,200,11355,791,1380,198,0,0,
374,314752,14078,199,11395,796,1382,198,3,0,
375,314722,14064,198,11437,792,1389,198,1,0,
376,314692,14052,199,11474,792,1393,198,2,0,
377,314663,14048,202,11500,794,1395,198,3,0,
378,314626,14042,200,11536,796,1401,199,2,0,
379,314597,14030,197,11575,797,1405,199,0,0,
380,314567,14022,196,11611,795,1410,199,2,0,
381,314549,14007,196,11640,796,1413,199,2,0,
382,314516,14008,197,11666,797,1417,199,2,0,
383,314490,13999,199,11697,797,1419,199,2,0,
384,314474,13983,197,11723,801,1422,200,3,0,
385,314448,13975,197,11753,802,1424,201,3,1,
386,314416,13969,199,11784,803,1428,201,4,0,
387,314385,13961,196,11820,809,1428,201,1,0,
388,314360,13952,197,11849,807,1434,201,2,0,
389,314336,13940,198,11878,806,1441,201,3,0,
390,314296,13939,199,11911,810,1444,201,5,0,
391,314271,13922,200,11946,813,1447,201,2,1,
392,314248,13907,198,11980,815,1451,201,0,0,
393,314217,13906,194,12007,819,1456,201,1,1,
394,314181,13911,198,12029,821,1459,201,4,0,
395,314148,13915,195,12054,826,1461,201,1,0,
396,314122,13907,194,12087,824,1465,201,0,0,
397,314084,13909,195,12119,820,1472,201,2,0,
398,314051,13904,194,12152,823,1474,202,2,0,
399,314032,13884,195,12185,823,1479,202,3,0,
400,314004,13882,193,12211,826,1482,202,2,0,
401,313967,13882,195,12244,821,1489,202,2,0,
402,313947,13871,193,12273,817,1496,203,1,0,
403,313926,13853,189,12308,820,1501,203,1,0,
404,313902,13835,189,12348,817,1506,203,1,0,
405,313871,13814,191,12396,816,1509,203,4,0,
406,313857,13794,192,12423,814,1516,204,3,0,
407,313831,13777,196,12458,816,1517,205,5,0,
408,313812,13753,195,12495,821,1519,205,1,0,
409,313785,13741,197,12529,821,1521,206,4,0,
410,313755,13731,197,12566,816,1529,206,1,0,
411,313727,13709,197,12609,819,1532,207,2,0,
412,313701,13685,197,12654,817,1538,208,3,0,
413,313679,13672,199,12680,821,1541,208,2,0,
414,313656,13660,196,12712,824,1544,208,0,0,
415,313632,13645,195,12748,826,1546,208,1,0,
416,313607,13625,196,12787,828,1549,208,2,0,
417,313583,13620,194,12812,829,1554,208,0,0,
418,313555,13614,194,12842,829,1558,208,2,0,
419,313529,13596,196,12882,824,1565,208,3,0,
420,313496,13597,197,12907,825,1570,208,3,0,
421,313460,13606,196,12929,824,1577,208,1,0,
422,313442,13593,196,12953,823,1585,208,1,0,
423,313422,13571,192,12985,834,1587,209,1,0,
424,313400,13550,192,13020,836,1593,209,3,0,
425,313370,13544,191,13054,832,1598,211,1,0,
426,313349,13531,191,13083,831,1604,211,1,0,
427,313322,13525,186,13113,832,1610,212,0,0,
428,313288,13520,187,13147,834,1612,212,3,0,
429,313255,13509,192,13185,831,1616,212,5,0,
430,313230,13496,193,13214,835,1620,212,4,0,
431,313199,13484,195,13250,838,1622,212,3,0,
432,313169,13478,197,13281,840,1623,212,3,0,
433,313145,13455,198,13322,841,1627,212,3,1,
434,313113,13457,198,13353,835,1632,212,0,0,
435,313088,13455,199,13372,837,1637,212,3,0,
436,313064,13447,201,13399,840,1637,212,2,0,
437,313038,13436,205,13424,845,1640,212,5,0,
438,313020,13417,206,13456,844,1645,212,2,0,
439,312996,13409,206,13486,841,1650,212,1,1,
440,312960,13416,202,13512,844,1653,213,1,0,
441,312934,13400,200,13550,847,1655,214,0,0,
442,312903,13391,200,13586,848,1658,214,2,0,
443,312881,13381,201,13611,850,1662,214,3,0,
444,312850,13376,203,13642,850,1665,214,3,0,
445,312818,13372,204,13671,853,1668,214,4,0,
446,312789,13363,205,13703,852,1673,215,2,1,
447,312759,13363,204,13730,854,1674,216,2,0,
448,312734,13352,205,13764,846,1683,216,2,0,
449,312717,13335,205,13793,849,1685,216,1,0,
450,312698,13325,204,13821,847,1689,216,1,0,
451,312664,13321,202,13856,847,1694,216,1,0,
452,312633,13318,207,13878,848,1699,217,7,0,
453,312597,13315,207,13913,847,1704,217,2,0,
454,312575,13308,207,13937,847,1709,217,2,0,
455,312550,13297,207,13969,849,1711,217,2,0,
456,312522,13285,205,14007,845,1719,217,0,0,
457,312488,13285,202,14035,850,1723,217,0,0,
458,312449,13296,203,14060,848,1727,217,1,0,
459,312419,13286,205,14093,850,1730,217,4,0,
460,312395,13275,205,14123,853,1732,217,3,0,
461,312363,13272,203,14148,858,1738,218,3,0,
462,312337,13270,202,14171,860,1742,218,1,0,
463,312321,13254,199,14201,859,1748,218,0,0,
464,312292,13243,204,14234,857,1752,218,6,0,
465,312265,13229,203,14268,857,1758,220,2,0,
466,312232,13218,200,14306,863,1760,221,2,0,
467,312203,13203,197,14347,865,1762,223,1,0,
468,312164,13201,197,14384,864,1767,223,1,0,
469,312142,13190,191,14406,875,1773,223,0,0,
470,312122,13166,190,14444,874,1781,223,1,0,
471,312092,13160,191,14469,885,1780,223,4,0,
472,312066,13159,192,14492,880,1788,223,1,0,
473,312050,13139,194,14523,878,1793,223,2,0,
474,312022,13138,190,14549,880,1797,224,1,0,
475,311998,13131,188,14573,882,1804,224,1,0,
476,311974,13128,192,14591,884,1807,224,4,0,
477,311952,13116,191,14620,889,1808,224,1,0,
478,311929,13103,191,14650,891,1812,224,2,0,
479,311911,13084,193,14677,893,1818,224,3,0,
480,311881,13075,192,14711,895,1822,224,1,0,
481,311853,13070,192,14737,901,1823,224,1,0,
482,311832,13060,191,14764,901,1828,224,2,0,
483,311802,13050,192,14796,904,1832,224,2,0,
484,311783,13036,192,14824,904,1837,224,1,0,
485,311746,13039,189,14850,911,1840,225,1,0,
486,311720,13027,186,14883,916,1842,226,1,1,
487,311699,13015,186,14909,919,1846,226,1,0,
488,311681,12999,189,14936,918,1851,226,4,0,
489,311657,12994,191,14959,915,1858,226,3,0,
490,311630,12989,189,14986,921,1859,226,1,0,
491,311609,12975,188,15016,923,1863,226,1,0,
492,311585,12956,187,15052,928,1866,226,3,0,
493,311569,12935,186,15087,927,1870,226,1,0,
494,311533,12926,184,15128,926,1877,226,2,0,
495,311511,12913,183,15158,928,1881,226,2,0,
496,311480,12907,181,15189,931,1886,226,1,0,
497,311457,12892,179,15225,928,1893,226,0,0,
498,311427,12892,183,15243,935,1894,226,6,0,
499,311394,12888,187,15272,932,1901,226,5,0,
500,311363,12880,185,15303,940,1903,226,2,0,
501,311341,12868,187,15331,944,1903,226,2,0,
502,311324,12844,183,15365,953,1905,226,0,0,
503,311300,12833,183,15393,956,1909,226,3,0,
504,311279,12821,181,15421,955,1917,226,1,0,
505,311253,12807,180,15454,959,1921,226,1,0,
506,311231,12794,178,15481,968,1922,226,1,0,
507,311204,12785,178,15514,966,1926,227,2,0,
508,311166,12792,178,15542,966,1929,227,0,0,
509,311143,12787,177,15565,967,1934,227,0,0,
510,311121,12779,184,15587,965,1937,227,7,0,
511,311105,12759,182,15617,968,1941,228,3,0,
512,311088,12739,186,15640,971,1947,229,7,0,
513,311068,12728,189,15664,972,1950,229,3,0,
514,311049,12720,187,15687,972,1956,229,0,0,
515,311020,12715,187,15716,973,1959,230,1,0,
516,310984,12723,187,15738,978,1960,230,1,0,
517,310954,12714,190,15770,977,1965,230,4,0,
518,310932,12707,188,15794,983,1966,230,0,0,
519,310901,12709,185,15819,985,1970,231,1,0,
520,310874,12698,186,15848,989,1974,231,2,0,
521,310850,12692,185,15871,995,1976,231,0,0,
522,310833,12686,185,15886,998,1980,232,1,0,
523,310805,12675,183,15924,1000,1981,232,1,0,
524,310776,12669,182,15951,1007,1982,233,3,0,
525,310752,12666,182,15971,1010,1985,234,1,0,
526,310733,12655,184,15991,1013,1990,234,3,0,
527,310699,12650,184,16027,1011,1995,234,1,0,
528,310672,12633,179,16066,1017,1999,234,1,0,
529,310654,12621,182,16087,1016,2005,235,4,0,
530,310626,12606,182,16123,1016,2012,235,3,0,
531,310609,12585,181,16155,1018,2017,235,2,0,
532,310584,12580,181,16183,1018,2019,235,1,0,
533,310553,12573,183,16214,1016,2026,235,4,0,
534,310524,12570,180,16242,1019,2029,236,0,0,
535,310484,12578,179,16267,1016,2040,236,3,0,
536,310461,12579,180,16280,1020,2044,236,2,0,
537,310435,12569,180,16307,1023,2050,236,2,0,
538,310409,12555,180,16339,1026,2055,236,2,0,
539,310386,12549,180,16363,1025,2060,237,2,0,
540,310365,12539,179,16390,1027,2063,237,1,0,
541,310342,12530,176,16415,1036,2064,237,1,0,
542,310306,12534,177,16441,1027,2076,239,4,0,
543,310287,12517,175,16476,1025,2081,239,0,0,
544,310263,12510,175,16501,1026,2085,240,4,0,
545,310231,12512,173,16524,1035,2085,240,1,0,
546,310210,12492,174,16556,1037,2091,240,4,0,
547,310184,12482,177,16584,1036,2097,240,6,0,
548,310163,12474,177,16608,1036,2102,240,1,0,
549,310140,12466,176,16636,1036,2106,240,0,0,
550,310118,12451,177,16666,1038,2110,240,3,0,
551,310098,12432,175,16698,1039,2118,240,2,0,
552,310072,12418,173,16736,1037,2124,240,0,0,
553,310052,12404,168,16767,1038,2130,241,0,0,
554,310038,12389,165,16791,1040,2136,241,0,0,
555,310013,12376,166,16824,1036,2143,242,2,0,
556,309999,12360,168,16851,1034,2146,242,3,0,
557,309970,12360,166,16874,1038,2150,242,0,0,
558,309947,12348,167,16901,1040,2154,243,3,0,
559,309919,12337,167,16935,1037,2162,243,2,0,
560,309900,12325,170,16955,1040,2167,243,4,0,
561,309879,12312,170,16980,1046,2170,243,2,0,
562,309858,12307,170,17001,1047,2174,243,1,0,
